"Estación","Provincia","Temperatura máxima (ºC)","Temperatura mínima (ºC)","Temperatura media (ºC)","Racha (km/h)","Velocidad máxima (km/h)","Precipitación 00-24h (mm)","Precipitación 00-06h (mm)","Precipitación 06-12h (mm)","Precipitación 12-18h (mm)","Precipitación 18-24h (mm)"
"Alforja","Tarragona","13.8 (16:00)","6.1 (08:20)","10","67 (07:50)","41 (09:30)","0","0","0","0","0"
"Reus Aeropuerto","Tarragona","16.9 (13:30)","2.1 (08:10)","9.5","63 (21:00)","49 (21:00)","0","0","0","0","0"
"Valls","Tarragona","15.3 (16:20)","9.2 (08:50)","12.3","","","0","0","0","0","0"
"Tarragona","Tarragona","19.4 (14:50)","6.5 (03:10)","12.9","","","0","0","0","0","0"
"Pontons","Barcelona","12.7 (14:10)","5.3 (07:30)","9","57 (16:00)","39 (16:00)","0","0","0","0","0"
"Vilafranca del Penedès","Barcelona","17.9 (16:20)","0.1 (06:30)","9","18 (09:40)","10 (14:00)","0","0","0","0","0"
"Sitges","Barcelona","15.6 (13:40)","6.0 (23:59)","10.8","29 (09:00)","14 (05:30)","0","0","0","0","0"
"Barcelona Aeropuerto","Barcelona","16.9 (14:50)","6.6 (07:00)","11.7","39 (02:20)","30 (06:20)","0","0","0","0","0"
"Berga","Barcelona","13.5 (15:40)","0.1 (08:50)","6.8","19 (13:40)","12 (13:10)","0","0","0","0","0"
"Balsareny","Barcelona","14.2 (16:00)","-5.1 (07:40)","4.5","24 (15:00)","12 (14:40)","0","0","0","0","0"
"Prats de Lluçanès","Barcelona","13.0 (15:40)","-3.6 (07:00)","4.7","20 (14:30)","11 (14:30)","0","0","0","0","0"
"Moià","Barcelona","12.1 (16:30)","2.4 (08:00)","7.3","21 (14:10)","14 (11:30)","0","0","0","0","0"
"Manresa","Barcelona","13.7 (16:50)","-1.7 (07:20)","6","32 (15:10)","20 (15:20)","0","0","0","0","0"
"Monistrol de Montserrat","Barcelona","10.8 (20:00)","2.8 (07:40)","6.8","","","0","0","0","0","0"
"Igualada","Barcelona","13.7 (16:30)","4.0 (00:00)","8.8","28 (09:40)","10 (11:30)","0","0","0","0","0"
"Corbera, Pic d'Agulles","Barcelona","9.5 (15:20)","4.4 (08:20)","7","","","0","0","0","0","0"
"Barcelona","Barcelona","15.0 (14:20)","7.7 (07:10)","11.3","28 (15:40)","15 (16:20)","0","0","0","0","0"
"Barcelona, Museo Marítimo","Barcelona","15.0 (14:10)","9.1 (07:50)","12.1","","","0","0","0","0","0"
"Caldes de Montbui","Barcelona","16.1 (15:50)","-0.6 (08:30)","7.8","18 (16:10)","13 (16:20)","0","0","0","0","0"
"Vilassar de Dalt","Barcelona","15.6 (14:10)","7.5 (04:20)","11.6","22 (05:40)","11 (05:30)","0","0","0","0","0"
"Arenys de Mar","Barcelona","15.7 (12:20)","5.1 (04:40)","10.4","19 (14:30)","8 (07:00)","0","0","0","0","0"
"Santa Susanna","Barcelona","","","","","","","","","",""
"Fogars de Montclús","Barcelona","12.4 (15:00)","4.3 (23:59)","8.3","","","0","0","0","0","0"
"Blanes","Girona","16.3 (12:40)","8.8 (02:00)","12.5","32 (13:40)","21 (13:30)","0","0","0","0","0"
"Castell, Platja d'Aro","Girona","16.6 (13:50)","1.6 (07:10)","9.1","32 (23:50)","16 (23:50)","0","0","0","0","0"
"Sant Pau de Segúries","Girona","13.6 (14:00)","-3.8 (05:40)","4.9","21 (15:50)","10 (15:50)","0","0","0","0","0"
"Planoles","Girona","14.0 (12:40)","4.1 (07:10)","9","102 (20:30)","35 (13:40)","0","0","0","0","0"
"Ripoll","Girona","14.7 (15:10)","-4.1 (06:50)","5.3","","","0","0","0","0","0"
"Tona","Barcelona","13.8 (14:10)","-2.2 (07:20)","5.8","20 (18:30)","8 (18:30)","0","0","0","0","0"
"Sant Julià  de Vilatorta","Barcelona","12.7 (16:10)","-3.1 (08:30)","4.8","15 (14:00)","9 (14:00)","0","0","0","0","0"
"Les Planes d'Hostoles","Girona","16.5 (15:40)","-4.0 (07:10)","6.3","13 (16:00)","5 (13:30)","0","0","0","0","0"
"Sant Hilari","Girona","13.8 (14:40)","0.9 (23:59)","7.4","16 (12:00)","9 (12:00)","0","0","0","0","0"
"Girona Aeropuerto","Girona","16.7 (15:20)","-1.8 (06:50)","7.5","24 (12:50)","17 (17:10)","0","0","0","0","0"
"Girona","Girona","17.9 (16:00)","0.2 (08:30)","9","17 (13:20)","8 (13:10)","0","0","0","0","0"
"Porqueres","Girona","16.8 (14:10)","0.0 (07:50)","8.4","21 (14:50)","13 (14:50)","0","0","0","0","0"
"L'Estartit","Girona","17.5 (14:50)","2.7 (07:30)","10.1","57 (23:10)","28 (19:10)","0","0","0","0","0"
"La Vall de Bianya","Girona","16.8 (14:50)","-4.3 (07:00)","6.2","24 (15:00)","13 (15:10)","0","0","0","0","0"
"Castelló d'Empúries","Girona","17.5 (13:20)","-0.7 (07:40)","8.4","78 (23:20)","41 (23:50)","0","0","0","0","0"
"Maçanet de Cabrenys","Girona","17.3 (14:50)","1.9 (07:30)","9.6","80 (18:50)","28 (18:50)","0","0","0","0","0"
"Espolla","Girona","18.9 (13:40)","4.6 (04:20)","11.7","93 (22:20)","46 (22:10)","0","0","0","0","0"
"Figueres","Girona","17.3 (14:10)","3.8 (05:10)","10.5","80 (20:40)","40 (22:50)","0","0","0","0","0"
"Cabo de Creus","Girona","14.3 (16:10)","9.8 (09:00)","12.1","","93 (19:30)","","0","0","0",""
"Baztan, Irurita","Navarra","9.9 (16:10)","2.0 (01:30)","5.9","30 (19:10)","14 (19:10)","9.2","0","1.6","3.4","4.2"
"Bera","Navarra","10.8 (15:40)","3.3 (00:00)","7.1","33 (16:00)","14 (16:00)","10.4","0.4","2.2","6.8","1"
"Irún","Gipuzkoa","9.7 (15:30)","3.1 (01:10)","6.4","48 (17:40)","18 (15:10)","7.6","0","0.6","6.8","0.2"
"San Sebastián Aeropuerto","Gipuzkoa","11.8 (15:20)","4.6 (00:10)","8.2","46 (17:00)","23 (17:00)","4.1","0","0.3","3.8","0"
"Renteria","Gipuzkoa","9.0 (15:40)","3.7 (02:30)","6.4","34 (18:20)","16 (18:30)","22","0.4","3","14.8","3.8"
"Segura - Lastala","Gipuzkoa","11.2 (15:00)","2.9 (01:40)","7","22 (13:50)","8 (14:00)","5.6","0.2","0.6","0.2","4.6"
"Beasain","Gipuzkoa","9.6 (16:40)","3.2 (00:10)","6.4","35 (23:30)","14 (15:30)","8.6","0","1","0.4","7.2"
"Ordizia","Gipuzkoa","9.1 (16:20)","3.0 (00:20)","6.1","37 (22:30)","13 (23:00)","7.4","0","0.6","0.8","6"
"Areso","Navarra","6.9 (15:00)","1.5 (03:10)","4.2","33 (22:20)","10 (22:20)","18.6","0.4","3.4","6.8","8"
"Legazpia","Gipuzkoa","7.2 (15:00)","0.2 (00:00)","3.7","","","6","0","0.8","1.4","3.8"
"Zumarraga","Gipuzkoa","7.3 (16:40)","1.2 (00:20)","4.3","46 (23:40)","23 (23:40)","","","","",""
"Azpeitia","Gipuzkoa","10.6 (16:00)","3.9 (00:30)","7.3","45 (23:30)","16 (13:20)","13.2","0.2","2.2","1","9.8"
"Zumaia","Gipuzkoa","12.3 (14:40)","5.2 (03:30)","8.8","69 (18:00)","44 (22:20)","2.5","0.4","1.6","0.5","0"
"Aramaio","Araba/Álava","6.5 (12:40)","2.2 (05:10)","4.4","","","18.4","0","1.4","2.6","14.4"
"Aretxabaleta","Gipuzkoa","8.1 (16:40)","3.0 (00:00)","5.6","","","9.2","0","1.6","1.8","5.8"
"Elgeta","Gipuzkoa","","","","","","","","","",""
"Elgoibar","Gipuzkoa","9.5 (16:30)","3.5 (00:10)","6.5","36 (23:59)","11 (18:30)","6.6","0.1","1.7","1.3","3.5"
"Mutriku","Gipuzkoa","10.1 (14:20)","4.4 (01:50)","7.3","47 (17:50)","27 (17:40)","4","0.8","0.6","1.6","1"
"Forua","Bizkaia","10.8 (15:30)","5.1 (00:00)","8","37 (16:10)","23 (17:00)","6.8","0.8","1.8","1","3.2"
"Machichaco","Bizkaia","10.6 (20:40)","5.0 (00:20)","7.8","73 (17:00)","62 (17:00)","4.4","0.2","0.2","3.4","0.6"
"Punta Galea","Bizkaia","","","","48 (23:00)","26 (17:50)","4.1","0.8","0.4","0.5","2.4"
"Amurrio","Araba/Álava","10.0 (14:00)","4.5 (00:00)","7.3","33 (22:50)","17 (16:00)","4.6","0.2","0.6","0.2","3.6"
"Orozko","Bizkaia","8.3 (14:30)","3.9 (00:00)","6.1","33 (19:40)","10 (20:10)","8.4","0","1.8","1","5.6"
"Abadiño","Bizkaia","5.6 (15:00)","1.7 (04:10)","3.6","","","13.6","0.2","1.6","1.2","10.6"
"Amorebieta--Etxano","Bizkaia","10.4 (13:50)","5.0 (01:00)","7.7","44 (18:10)","21 (18:20)","11.6","0.4","3.4","3.2","4.6"
"Balmaseda","Bizkaia","10.3 (12:40)","4.9 (03:00)","7.6","","","3.4","0","0","0","3.4"
"Güeñes","Bizkaia","10.0 (13:30)","4.7 (00:40)","7.3","36 (19:50)","19 (23:59)","4.8","0.1","1.1","0","3.6"
"Bilbao Aeropuerto","Bizkaia","11.2 (12:50)","5.7 (07:20)","8.4","","","","0.2","","1.5","3.2"
"Sopuerta","Bizkaia","12.0 (13:00)","5.5 (02:30)","8.8","42 (23:50)","16 (19:20)","7","0.4","0.8","0.2","5.6"
"Castro Urdiales","Cantabria","12.1 (13:10)","6.9 (00:00)","9.5","71 (23:59)","38 (23:10)","3.5","0.5","0","0.5","2.5"
"Ramales de la Victoria","Cantabria","10.9 (15:00)","5.9 (01:50)","8.4","28 (20:00)","12 (20:00)","4.8","0","0.4","0.2","4.2"
"Barcena de Cicero, Treto","Cantabria","11.5 (13:20)","7.0 (01:20)","9.3","34 (18:00)","15 (12:50)","4.2","0","0","0.4","3.8"
"Soba, Alto Miera","Cantabria","5.6 (13:00)","-0.8 (03:00)","2.4","39 (21:30)","23 (21:30)","7","0","1.8","1.4","3.8"
"Santander Aeropuerto","Cantabria","11.7 (14:40)","7.1 (02:00)","9.4","39 (16:20)","24 (16:20)","3.5","0","0","0.2","3.3"
"Santander","Cantabria","11.3 (12:20)","7.0 (01:50)","9.2","56 (22:00)","37 (22:40)","2","0.2","0","0.4","1.4"
"Villacarriedo","Cantabria","9.7 (14:50)","5.6 (07:30)","7.6","39 (22:50)","21 (22:50)","5.2","0","0.6","0.2","4.4"
"Los Tojos, Bárcena Mayor","Cantabria","8.8 (15:30)","-1.7 (00:40)","3.6","50 (21:50)","25 (22:00)","3.6","0","0.2","0.2","3.2"
"San Felices de Buelna","Cantabria","11.4 (15:20)","5.8 (01:50)","8.6","32 (23:40)","18 (23:40)","5.8","0.2","0.8","0","4.8"
"Torrelavega, Sierrapando","Cantabria","10.6 (14:10)","6.2 (03:00)","8.4","41 (17:00)","27 (17:00)","2.6","0","0","0","2.6"
"San Vicente de la Barquera","Cantabria","12.3 (15:20)","6.9 (03:20)","9.6","46 (19:10)","32 (20:00)","1.8","0","0","0","1.8"
"Camaleño, Fuente De","Cantabria","9.1 (15:50)","-2.0 (09:00)","3.6","14 (14:10)","6 (15:10)","0","0","0","0","0"
"Cillórigo de Liébana, Tama","Cantabria","12.2 (15:20)","-3.3 (05:40)","4.4","45 (22:00)","21 (16:50)","0","0","0","0","0"
"Tresviso","Cantabria","7.9 (15:10)","0.3 (05:40)","4.1","42 (19:20)","28 (17:10)","1","0","0","0","1"
"Posada de Valdeón, Soto","León","6.3 (15:00)","-4.3 (09:20)","1","","","0","0","0","0","0"
"Cabrales","Asturias","9.6 (16:00)","2.8 (00:10)","6.2","31 (16:10)","22 (15:50)","0.6","0","0","0","0.6"
"Llanes","Asturias","12.6 (14:40)","8.6 (03:20)","10.6","37 (18:30)","21 (18:30)","0.8","0","0","0","0.8"
"Amieva, Panizales","Asturias","13.3 (15:10)","-0.5 (05:10)","6.4","21 (15:20)","12 (15:10)","0.8","0","0","0","0.8"
"Piloña, Bargaéu","Asturias","11.6 (15:00)","4.4 (06:50)","8","14 (13:40)","7 (13:50)","1.2","0","0","0","1.2"
"Colunga","Asturias","13.5 (13:30)","7.4 (06:10)","10.5","21 (00:10)","12 (07:00)","0.6","0","0","0","0.6"
"Gijón, Campus","Asturias","13.0 (14:30)","6.8 (00:50)","9.9","20 (14:40)","13 (16:50)","0.6","0","0","0","0.6"
"Cabo Peñas","Asturias","11.5 (15:30)","6.9 (03:50)","9.2","27 (00:10)","19 (00:10)","0.1","0","0","0","0.1"
"Asturias Aeropuerto","Asturias","12.0 (14:00)","5.9 (02:00)","9","26 (10:00)","17 (10:00)","0.4","0","0","0","0.4"
"Pajares-Valgrande","Asturias","5.7 (14:50)","-1.0 (18:10)","2.3","62 (22:40)","23 (23:10)","1.5","0","0","0","1.5"
"Lena, Ronzón","Asturias","10.1 (13:50)","-2.3 (05:40)","3.9","26 (15:10)","15 (15:10)","0.2","0","0","0","0.2"
"Aller, Felechosa","Asturias","7.6 (14:00)","-2.4 (09:50)","2.6","25 (23:00)","12 (23:00)","0.4","0","0","0","0.4"
"Mieres, Baiña","Asturias","12.3 (15:30)","1.4 (00:00)","6.9","15 (15:30)","7 (15:10)","0.2","0","0","0","0.2"
"Oviedo","Asturias","10.5 (15:10)","3.7 (06:20)","7.1","19 (15:10)","12 (06:00)","0.2","0","0","0","0.2"
"Tineo, Soutu","Asturias","10.1 (17:40)","-0.4 (00:40)","4.9","16 (13:40)","9 (13:40)","0","0","0","0","0"
"Pola de Somiedo","Asturias","11.0 (15:10)","-3.4 (09:30)","3.8","26 (15:30)","15 (16:40)","0","0","0","0","0"
"Salas, Camuño","Asturias","12.3 (16:30)","3.4 (00:10)","7.9","15 (13:00)","10 (12:50)","0","0","0","0","0"
"Cabo Busto","Asturias","11.9 (16:30)","5.9 (00:20)","8.9","27 (06:40)","21 (06:40)","0","0","0","0","0"
"Cervantes","Lugo","","","","","","","","","",""
"Degaña","Asturias","10.5 (15:20)","-1.9 (08:50)","4.3","40 (20:30)","19 (20:50)","0","0","0","0","0"
"Ibias, San Antolin","Asturias","10.5 (16:00)","-1.8 (06:00)","4.4","43 (19:10)","28 (22:00)","0","0","0","0","0"
"Villayón, Oneta","Asturias","8.4 (13:20)","3.5 (04:20)","5.9","24 (16:30)","15 (16:30)","0.2","0","0.2","0","0"
"Castropol","Asturias","13.7 (16:00)","6.9 (00:00)","10.3","19 (13:00)","9 (03:40)","0.1","0","0","0","0.1"
"Taramundi, Ouria","Asturias","9.3 (13:00)","5.6 (04:00)","7.5","32 (16:30)","23 (16:30)","0.2","0","0","0","0.2"
"Ribadeo","Lugo","11.6 (16:20)","8.0 (23:40)","9.8","19 (01:20)","11 (05:40)","0","0","0","0","0"
"Mondoñedo","Lugo","10.4 (16:00)","7.5 (01:20)","8.9","","","0.6","0","0.2","0.2","0.2"
"Burela","Lugo","11.2 (15:10)","8.7 (08:50)","9.9","","","1.8","0.4","0.8","0.6","0"
"Estaca de Bares","A Coruña","11.7 (15:20)","8.9 (11:00)","10.3","49 (23:20)","35 (23:00)","1.2","0","1.2","0","0"
"Ferrol","A Coruña","13.6 (15:40)","6.5 (03:50)","10.1","33 (15:50)","26 (15:50)","0","0","0","0","0"
"As Pontes","A Coruña","12.5 (15:10)","0.4 (03:30)","6.5","","","0","0","0","0","0"
"A Coruña","A Coruña","12.9 (15:50)","5.3 (04:10)","9.1","45 (16:30)","26 (16:40)","0","0","0","0","0"
"A Coruña Bens","A Coruña","12.0 (15:50)","4.3 (04:10)","8.2","35 (16:40)","27 (16:30)","0","0","0","0","0"
"A Coruña Aeropuerto","A Coruña","12.6 (16:50)","0.6 (04:00)","6.6","50 (16:40)","24 (17:20)","0","0","0","0","0"
"Carballo, Depuradora","A Coruña","12.2 (16:20)","1.3 (04:40)","6.7","","","0","0","0","0","0"
"Cabo Vilán","A Coruña","11.4 (12:20)","8.0 (03:40)","9.7","73 (21:50)","59 (05:30)","0","0","0","0","0"
"Vimianzo","A Coruña","11.1 (14:20)","5.1 (04:10)","8.1","","","0","0","0","0","0"
"Fisterra","A Coruña","12.6 (03:30)","7.3 (05:00)","10","78 (05:10)","54 (05:10)","0","0","0","0","0"
"Mazaricos","A Coruña","10.6 (15:50)","3.0 (04:50)","6.8","","","0","0","0","0","0"
"Sobrado","A Coruña","14.8 (16:00)","-4.0 (04:40)","5.4","","","0","0","0","0","0"
"Santiago de Compostela Aeropuerto","A Coruña","12.7 (15:50)","0.2 (05:20)","6.4","35 (17:10)","18 (05:20)","0","0","0","0","0"
"Noia","A Coruña","13.6 (15:40)","5.8 (06:00)","9.7","28 (17:00)","9 (17:00)","0","0","0","0","0"
"Monte Iroite","A Coruña","","","","","","0","0","0","0","0"
"Boiro","A Coruña","15.2 (15:50)","0.4 (04:40)","7.8","","","0","0","0","0","0"
"Monterroso","Lugo","10.8 (14:50)","0.8 (05:50)","5.8","","","0","0","0","0","0"
"Silleda","Pontevedra","15.7 (16:40)","-0.8 (06:10)","7.4","37 (22:40)","15 (07:30)","0","0","0","0","0"
"A Estrada","Pontevedra","13.5 (16:20)","-0.4 (05:50)","6.5","","","0","0","0","0","0"
"Padrón","A Coruña","15.5 (15:50)","-0.5 (07:10)","7.5","40 (23:00)","25 (13:00)","0","0","0","0","0"
"Santiago de Compostela","A Coruña","13.9 (15:10)","2.8 (05:20)","8.3","38 (16:50)","14 (05:20)","0","0","0","0","0"
"Rois, Casas do Porto","A Coruña","","","","","","","0","0","0",""
"Vilagarcía de Arousa","Pontevedra","15.6 (16:20)","3.0 (05:30)","9.3","49 (18:20)","26 (18:20)","0","0","0","0","0"
"Pontevedra","Pontevedra","16.5 (16:10)","3.2 (09:20)","9.9","40 (19:20)","17 (16:40)","0","0","0","0","0"
"A Lama","Pontevedra","17.7 (15:50)","-1.3 (06:30)","8.2","62 (23:10)","30 (23:10)","0","0","0","0","0"
"Vigo Aeropuerto","Pontevedra","16.3 (16:00)","2.0 (09:20)","9.1","50 (19:30)","34 (19:30)","0","0","0","0","0"
"Vigo","Pontevedra","16.8 (16:10)","6.2 (07:40)","11.5","32 (18:10)","15 (23:59)","0","0","0","0","0"
"Lugo Aeropuerto","Lugo","12.1 (14:40)","-1.5 (00:00)","5.3","36 (22:30)","19 (22:30)","0","0","0","0","0"
"Lugo","Lugo","10.5 (13:50)","0.5 (00:00)","5.5","33 (17:30)","15 (17:50)","0","0","0","0","0"
"O Páramo","Lugo","12.7 (15:20)","-1.8 (01:00)","5.4","","","0","0","0","0","0"
"Becerreá","Lugo","7.8 (15:50)","-1.1 (09:50)","3.4","41 (23:10)","16 (23:00)","0","0","0","0","0"
"O Saviñao","Lugo","","","","","","","","","",""
"Villablino","León","17.3 (15:00)","-6.9 (08:40)","5.2","37 (17:50)","23 (17:30)","0","0","0","0","0"
"Puerto de Leitariegos","Asturias","10.2 (14:00)","-1.0 (20:40)","4.6","41 (20:40)","23 (21:00)","0","0","0","0","0"
"Ponferrada","León","14.4 (17:50)","-3.4 (08:30)","5.5","14 (18:50)","8 (08:30)","0","0","0","0","0"
"Vega de Espinareda","León","17.0 (16:00)","-3.9 (08:00)","6.5","","","0","0","0","0","0"
"O Barco de Valdeorras","Ourense","11.3 (17:30)","-3.6 (08:20)","3.9","","","0","0","0","0","0"
"A Pobra de Trives","Ourense","12.5 (15:40)","-1.4 (07:20)","5.6","35 (18:40)","15 (17:10)","0","0","0","0","0"
"Chandrexa de Queixa","Ourense","14.0 (16:10)","-2.5 (08:20)","5.8","17 (16:10)","8 (14:30)","0","0","0","0","0"
"Folgoso do Courel","Lugo","12.2 (16:40)","-2.9 (10:20)","4.6","","","0","0","0","0","0"
"Monforte de Lemos","Lugo","14.8 (17:00)","-5.9 (07:50)","4.5","32 (19:20)","15 (19:50)","0","0","0","0","0"
"Ourense","Ourense","16.3 (17:20)","-3.1 (06:50)","6.6","26 (18:40)","10 (18:30)","0","0","0","0","0"
"Beariz","Ourense","17.4 (15:40)","-4.9 (07:10)","6.2","","","0","0","0","0","0"
"O Carballiño","Ourense","15.5 (16:50)","-3.6 (09:30)","6","28 (18:50)","10 (18:50)","0","0","0","0","0"
"Ribadavia","Ourense","","","","","","","","","",""
"Allariz","Ourense","12.8 (16:00)","-5.7 (08:50)","3.6","","","0","0","0","0","0"
"A Cañiza","Pontevedra","15.1 (17:20)","1.4 (09:20)","8.3","","","0","0","0","0","0"
"Ponteareas, Canedo","Pontevedra","18.0 (17:40)","-2.2 (07:50)","7.9","","","0","0","0","0","0"
"O Rosal","Pontevedra","18.3 (17:00)","0.2 (09:10)","9.2","","","0","0","0","0","0"
"Xinzo de Limia","Ourense","11.9 (16:30)","-9.9 (07:30)","1","28 (15:20)","13 (17:10)","0","0","0","0","0"
"Muiños","Ourense","","","","","","","","","",""
"Santillana del Mar, Altamira","Cantabria","10.8 (14:20)","5.6 (04:20)","8.2","35 (17:50)","21 (23:40)","5.2","0.2","0.2","0","4.8"
"Vinuesa, Quintanarejo","Soria","9.8 (15:00)","1.6 (00:20)","5.7","","","0","0","0","0","0"
"La Póveda de Soria, Barriomartín","Soria","6.1 (15:10)","1.1 (23:50)","3.6","73 (23:10)","43 (20:10)","0.2","0","0","0","0.2"
"Soria","Soria","14.6 (15:30)","-3.4 (06:10)","5.6","46 (10:20)","27 (10:20)","0","0","0","0","0"
"Lubia","Soria","14.2 (16:20)","-4.9 (08:00)","4.6","41 (22:10)","21 (23:20)","0","0","0","0","0"
"Morón de Almazán","Soria","13.0 (16:40)","-9.3 (06:00)","1.8","56 (19:10)","44 (19:10)","0","0","0","0","0"
"La Riba de Escalote","Soria","12.2 (16:10)","-5.9 (05:40)","3.1","47 (18:30)","36 (17:20)","0","0","0","0","0"
"Ucero","Soria","15.3 (16:00)","-9.1 (08:10)","3.1","","","0","0","0","0","0"
"Burgo de Osma","Soria","13.0 (14:50)","-8.2 (05:20)","2.4","48 (15:50)","38 (16:00)","0","0","0","0","0"
"Liceras","Soria","9.8 (15:00)","0.1 (22:10)","5","39 (17:40)","27 (17:50)","0","0","0","0","0"
"Coruña del Conde","Burgos","12.5 (14:40)","-4.6 (05:10)","4","38 (17:10)","27 (16:20)","0","0","0","0","0"
"Aranda de Duero","Burgos","9.3 (13:10)","-7.1 (08:40)","1.1","40 (16:00)","19 (15:50)","0","0","0","0","0"
"Fresno de Cantespino","Segovia","11.1 (14:30)","-3.1 (00:50)","4","35 (19:10)","26 (19:20)","0","0","0","0","0"
"Aldeanueva de Serrezuela","Segovia","7.9 (14:00)","1.0 (21:30)","4.5","42 (22:10)","24 (19:10)","0","0","0","0","0"
"La Pinilla, estación de esquí","Segovia","6.1 (13:40)","-3.0 (22:10)","1.5","","","","0","","0","0"
"Peñafiel","Valladolid","11.6 (16:00)","-5.2 (06:30)","3.2","","","0","0","0","0","0"
"Sardón de Duero","Valladolid","13.4 (17:10)","-8.5 (08:30)","2.4","31 (19:50)","13 (19:10)","0","0","0","0","0"
"Pedraza","Segovia","10.7 (15:40)","-0.9 (07:10)","4.9","30 (15:20)","18 (15:00)","0","0","0","0","0"
"Cuéllar","Segovia","13.9 (16:00)","-8.9 (07:40)","2.5","48 (20:30)","35 (20:30)","0","0","0","0","0"
"Cervera de Pisuerga","Palencia","13.7 (14:30)","0.7 (08:00)","7.2","54 (18:00)","30 (17:50)","0","0","0","0","0"
"Aguilar de Campoo","Palencia","9.1 (15:00)","-7.3 (07:40)","0.9","39 (16:40)","24 (16:30)","0","0","0","0","0"
"Villaeles de Valdavia","Palencia","12.6 (16:20)","-5.3 (09:00)","3.7","32 (17:20)","19 (17:30)","0","0","0","0","0"
"Villadiego","Burgos","8.9 (15:00)","0.7 (08:20)","4.8","55 (16:50)","47 (16:50)","0","0","0","0","0"
"Pedrosa del Príncipe","Burgos","11.3 (15:40)","-7.5 (06:50)","1.9","41 (23:20)","24 (23:30)","0","0","0","0","0"
"Ólvega","Soria","8.6 (14:50)","-1.8 (03:20)","3.4","50 (20:40)","31 (20:40)","0","0","0","0","0"
"Palacios de la Sierra","Burgos","12.7 (15:30)","-8.6 (04:50)","2","","","0","0","0","0","0"
"Monterrubio de la Demanda","Burgos","8.0 (14:40)","-3.3 (04:00)","2.4","58 (18:20)","30 (18:20)","0.2","0","0","0","0.2"
"Villamayor de los Montes","Burgos","9.4 (15:40)","-2.9 (03:30)","3.2","57 (18:40)","37 (18:50)","0","0","0","0","0"
"Burgos Aeropuerto","Burgos","8.7 (15:20)","-5.6 (04:40)","1.5","47 (18:00)","32 (18:00)","0.6","0","0","0","0.6"
"Velilla del Río Carrión, Camporredondo de Alba","Palencia","13.6 (16:20)","-0.2 (21:30)","6.7","65 (22:50)","29 (23:10)","0","0","0","0","0"
"Carrión de los Condes","Palencia","13.0 (16:20)","-5.9 (07:30)","3.5","36 (18:50)","16 (18:40)","0","0","0","0","0"
"Autilla del Pino","Palencia","10.3 (16:00)","-1.9 (05:00)","4.2","36 (06:00)","24 (11:20)","0","0","0","0","0"
"Palencia","Palencia","12.3 (15:30)","-6.3 (08:30)","3","35 (19:00)","18 (19:00)","0","0","0","0","0"
"Valladolid","Valladolid","12.4 (16:10)","-3.2 (09:20)","4.6","28 (19:50)","11 (19:50)","0","0","0","0","0"
"Muñotello","Ávila","12.2 (12:30)","-0.3 (08:20)","5.9","23 (13:40)","15 (13:20)","0","0","0","0","0"
"Ávila","Ávila","10.4 (15:10)","-2.6 (07:30)","3.9","32 (23:00)","18 (14:30)","0","0","0","0","0"
"Arevalo","Ávila","12.2 (15:50)","-5.2 (08:40)","3.5","25 (20:50)","15 (21:20)","0","0","0","0","0"
"Puerto de Navacerrada","Madrid","5.5 (14:30)","-3.4 (23:59)","1","55 (23:10)","31 (22:00)","0","0","0","0","0"
"Segovia","Segovia","11.3 (14:10)","-0.1 (07:20)","5.6","32 (23:20)","17 (23:20)","0","0","0","0","0"
"San Rafael","Segovia","10.4 (15:00)","-2.0 (06:10)","4.2","","","0","0","0","0","0"
"Miguelañez","Segovia","","","","39 (20:40)","26 (20:40)","0","0","0","0","0"
