"Estación","Provincia","Temperatura máxima (ºC)","Temperatura mínima (ºC)","Temperatura media (ºC)","Racha (km/h)","Velocidad máxima (km/h)","Precipitación 00-24h (mm)","Precipitación 00-06h (mm)","Precipitación 06-12h (mm)","Precipitación 12-18h (mm)","Precipitación 18-24h (mm)"
"La Covatilla, estación de esquí","Salamanca","7.1 (12:30)","-0.7 (05:50)","3.2","45 (23:50)","30 (23:59)","0","0","0","0","0"
"Olmedo, Depósito de Agua","Valladolid","12.6 (17:10)","-4.1 (06:30)","4.3","37 (20:20)","21 (20:30)","0","0","0","0","0"
"Rueda","Valladolid","12.0 (16:40)","-5.0 (05:30)","3.5","","","0","0","0","0","0"
"Rivilla de Barajas","Ávila","10.9 (15:50)","0.6 (08:10)","5.7","26 (12:40)","19 (12:40)","0","0","0","0","0"
"Fuente el Sol","Valladolid","15.5 (17:00)","-6.2 (05:50)","4.7","24 (20:30)","18 (20:30)","0","0","0","0","0"
"Morales del Toro","Zamora","16.1 (15:50)","-6.8 (08:50)","4.7","41 (20:20)","32 (20:20)","0","0","0","0","0"
"Fuentesauco","Zamora","12.3 (17:40)","-3.4 (08:10)","4.5","31 (21:00)","24 (21:00)","0","0","0","0","0"
"Coreses","Zamora","14.0 (17:10)","-4.5 (08:20)","4.8","28 (21:40)","19 (06:10)","0","0","0","0","0"
"Santervás de la Vega, Villapún","Palencia","11.9 (17:10)","-2.9 (05:40)","4.5","26 (21:50)","13 (22:10)","0","0","0","0","0"
"Villalón de Campos","Valladolid","14.7 (16:50)","-7.1 (07:30)","3.8","27 (19:10)","13 (11:30)","0","0","0","0","0"
"Medina de Rioseco","Valladolid","12.1 (17:10)","-6.6 (08:30)","2.8","36 (19:20)","23 (19:20)","0","0","0","0","0"
"Villafáfila","Zamora","13.4 (16:40)","-7.2 (08:40)","3.1","30 (20:10)","18 (20:20)","0","0","0","0","0"
"Zamora","Zamora","13.2 (16:30)","-4.6 (08:50)","4.3","14 (21:20)","9 (21:20)","0","0","0","0","0"
"Riaño","León","11.1 (14:20)","-4.9 (07:00)","3.1","55 (22:40)","32 (19:00)","0","0","0","0","0"
"Cubillas de Rueda","León","12.2 (16:40)","-5.1 (07:30)","3.5","37 (19:30)","22 (19:30)","0","0","0","0","0"
"Puerto de San Isidro","León","6.4 (14:30)","-1.8 (08:50)","2.3","65 (22:30)","35 (22:30)","0.2","0","0","0","0.2"
"León, Virgen del Camino","León","14.8 (16:20)","-0.5 (03:00)","7.2","48 (18:30)","32 (18:50)","0","0","0","0","0"
"Valencia de Don Juan","León","12.4 (16:40)","-5.0 (08:40)","3.7","45 (19:20)","36 (19:30)","0","0","0","0","0"
"Barrios de Luna, Miñera","León","16.0 (14:10)","-1.7 (08:30)","7.1","57 (20:30)","37 (20:30)","0","0","0","0","0"
"Quintana del Castillo, Villameca","León","14.8 (16:00)","0.6 (23:50)","7.7","31 (18:50)","21 (07:10)","0","0","0","0","0"
"Astorga","León","19.0 (17:50)","-1.3 (08:20)","8.9","40 (19:10)","32 (19:10)","0","0","0","0","0"
"Lagunas de Somoza","León","15.5 (15:50)","-2.1 (08:40)","6.7","19 (04:50)","14 (05:20)","0","0","0","0","0"
"Bustillo del Páramo","León","14.2 (16:50)","-3.3 (08:20)","5.4","48 (20:00)","36 (20:00)","0","0","0","0","0"
"Benavente","Zamora","13.7 (16:40)","-5.3 (08:50)","4.2","28 (20:10)","16 (20:10)","0","0","0","0","0"
"Sanabria, Robleda-Cervantes","Zamora","15.8 (16:40)","-8.7 (08:30)","3.6","17 (12:40)","9 (12:50)","0","0","0","0","0"
"Villardeciervos","Zamora","16.0 (17:10)","-6.8 (08:50)","4.6","21 (12:20)","9 (21:20)","0","0","0","0","0"
"Santibañez de Vidriales","Zamora","13.0 (16:20)","-6.6 (08:50)","3.2","33 (19:40)","20 (19:40)","0","0","0","0","0"
"Pozuelo de Tabara","Zamora","12.3 (16:20)","-5.6 (08:40)","3.4","17 (21:20)","10 (21:20)","0","0","0","0","0"
"Villadepera","Zamora","12.3 (17:10)","-2.4 (08:40)","5","33 (22:10)","24 (22:10)","0","0","0","0","0"
"Barco de Avila","Ávila","15.4 (15:10)","-4.3 (07:20)","5.5","28 (16:50)","17 (16:50)","0","0","0","0","0"
"Pedrosillo de Los Aires","Salamanca","12.7 (14:50)","-6.6 (08:20)","3","31 (13:20)","23 (13:20)","0","0","0","0","0"
"Pedraza de Alba","Salamanca","11.9 (15:20)","-5.5 (08:30)","3.2","29 (13:10)","19 (13:10)","0","0","0","0","0"
"Salamanca Aeropuerto","Salamanca","12.4 (15:30)","-7.1 (08:30)","2.6","35 (12:40)","26 (12:40)","0","0","0","0","0"
"Salamanca","Salamanca","13.7 (15:00)","-3.2 (08:20)","5.2","26 (13:10)","13 (13:10)","0","0","0","0","0"
"Barbadillo","Salamanca","12.3 (15:20)","-5.8 (08:30)","3.3","34 (13:50)","23 (13:50)","0","0","0","0","0"
"Peñausende","Zamora","12.5 (17:20)","1.6 (23:30)","7.1","","14 (09:30)","0","0","0","0","0"
"Fresno de Sayago","Zamora","14.8 (17:40)","-4.9 (03:50)","5","27 (13:40)","22 (12:00)","0","0","0","0","0"
"Villarino de los Aires","Salamanca","16.8 (16:10)","-2.9 (08:40)","6.9","29 (23:59)","17 (23:59)","0","0","0","0","0"
"Boadilla Fuente San Esteban","Salamanca","13.0 (14:40)","-4.1 (05:00)","4.5","28 (13:30)","20 (13:30)","0","0","0","0","0"
"Vitigudino","Salamanca","15.9 (15:40)","-2.5 (05:40)","6.7","27 (22:50)","18 (23:50)","0","0","0","0","0"
"El Maíllo","Salamanca","13.5 (12:40)","0.3 (06:40)","6.9","30 (23:30)","20 (14:00)","0","0","0","0","0"
"Bañobárez","Salamanca","13.8 (16:10)","-3.4 (07:30)","5.2","28 (23:50)","18 (23:50)","0","0","0","0","0"
"Navasfrías","Salamanca","14.7 (16:00)","-5.1 (08:30)","4.8","26 (13:40)","14 (16:10)","0","0","0","0","0"
"El Bodón Base Aérea","Salamanca","14.3 (15:40)","-3.3 (07:20)","5.5","30 (16:50)","19 (16:20)","0","0","0","0","0"
"Saelices El Chico","Salamanca","16.5 (15:30)","-5.0 (08:50)","5.8","45 (23:20)","28 (23:30)","0","0","0","0","0"
"Alcañices","Zamora","15.6 (16:30)","-0.9 (05:50)","7.4","34 (22:20)","25 (22:20)","0","0","0","0","0"
"A Gudiña","Ourense","14.8 (15:50)","2.8 (08:40)","8.8","","","0","0","0","0","0"
"Verín","Ourense","17.4 (15:50)","-6.5 (09:20)","5.4","","","0","0","0","0","0"
"Molina de Aragón","Guadalajara","12.4 (16:40)","-10.4 (07:40)","1","36 (19:00)","20 (19:10)","0","0","0","0","0"
"Zaorejas","Guadalajara","10.8 (15:40)","-0.2 (09:10)","5.3","46 (19:20)","22 (19:30)","0","0","0","0","0"
"Beteta","Cuenca","","","","","","","","","",""
"Cañizares","Cuenca","16.0 (14:40)","-6.0 (08:30)","5","","","0","0","0","0","0"
"Pastrana","Guadalajara","16.3 (14:50)","1.6 (09:00)","8.9","","","0","0","0","0","0"
"Tarancón","Cuenca","","","","42 (23:40)","25 (23:40)","0","0","0","0","0"
"Ocaña","Toledo","15.4 (16:10)","-1.1 (08:30)","7.1","46 (21:00)","32 (21:30)","0","0","0","0","0"
"Aranjuez","Madrid","18.0 (16:50)","-4.8 (07:30)","6.6","26 (20:00)","13 (20:00)","0","0","0","0","0"
"Pantano el Vado","Guadalajara","15.5 (14:30)","-0.3 (03:50)","7.6","57 (22:30)","25 (19:50)","0","0","0","0","0"
"Rascafría","Madrid","14.0 (13:50)","-2.4 (00:40)","5.8","36 (19:30)","14 (19:40)","0","0","0","0","0"
"Buitrago del Lozoya","Madrid","14.0 (13:50)","-2.2 (04:00)","5.9","53 (20:00)","24 (14:10)","0","0","0","0","0"
"Somosierra","Madrid","7.8 (16:10)","-1.3 (22:20)","3.3","42 (20:10)","19 (19:40)","0","0","0","0","0"
"San Sebastián de Los Reyes","Madrid","","","","","","","","","",""
"Madrid, El Goloso","Madrid","16.5 (16:20)","-1.6 (06:40)","7.4","31 (23:10)","14 (23:00)","0","0","0","0","0"
"Madrid Aeropuerto","Madrid","17.7 (16:20)","-3.9 (08:30)","6.9","48 (23:00)","33 (23:00)","0","0","0","0","0"
"Sigüenza","Guadalajara","13.3 (16:30)","-10.1 (08:10)","1.6","32 (15:20)","15 (11:10)","0","0","0","0","0"
"Mandayona","Guadalajara","13.5 (14:40)","-0.6 (06:40)","6.4","","","0","0","0","0","0"
"Campisábalos","Guadalajara","","","","","","","","0","0","0"
"Guadalajara","Guadalajara","16.8 (16:20)","-1.5 (06:20)","7.6","24 (17:50)","15 (21:30)","0","0","0","0","0"
"Alcala de Henares","Madrid","17.5 (16:10)","-4.4 (08:10)","6.5","38 (18:50)","20 (18:50)","0","0","0","0","0"
"Arganda del Rey","Madrid","18.0 (16:40)","-4.1 (08:20)","7","46 (21:40)","27 (21:40)","0","0","0","0","0"
"Colmenar Viejo","Madrid","16.1 (14:50)","5.1 (23:50)","10.6","57 (23:20)","30 (23:20)","0","0","0","0","0"
"Pozuelo de Alarcón","Madrid","20.0 (16:30)","-3.4 (07:50)","8.3","","","0","0","0","0","0"
"Madrid, Retiro","Madrid","15.8 (17:50)","1.2 (08:50)","8.5","","","0","0","0","0","0"
"Brihuega","Guadalajara","15.2 (15:20)","-2.3 (05:50)","6.4","","","0","0","0","0","0"
"Tielmes","Madrid","16.2 (15:50)","-4.2 (08:10)","6","","","0","0","0","0","0"
"Tembleque","Toledo","16.7 (16:00)","-6.0 (09:00)","5.4","","","0","0","0","0","0"
"Mora","Toledo","16.4 (16:30)","1.1 (08:00)","8.7","26 (17:30)","17 (17:20)","0","0","0","0","0"
"Toledo","Toledo","18.4 (16:10)","-1.9 (08:30)","8.2","38 (16:50)","24 (16:50)","0","0","0","0","0"
"Puerto Alto del León","Madrid","8.0 (15:50)","-0.5 (22:20)","3.8","68 (23:30)","37 (23:00)","0","0","0","0","0"
"Alpedrete","Madrid","17.8 (12:40)","3.2 (02:40)","10.5","45 (19:50)","28 (20:50)","0","0","0","0","0"
"Torrelodones","Madrid","18.7 (15:30)","1.6 (04:20)","10.2","32 (20:00)","16 (21:00)","0","0","0","0","0"
"San Pablo de los Montes","Toledo","","","","22 (23:50)","10 (17:00)","0","0","0","0","0"
"Navahermosa","Toledo","18.7 (15:30)","2.2 (07:20)","10.5","","","0","0","0","0","0"
"Puerto del Pico","Ávila","12.7 (13:00)","-7.2 (07:40)","2.8","40 (23:30)","28 (16:40)","0","0","0","0","0"
"Rozas de Puerto Real","Madrid","15.2 (15:20)","5.4 (02:30)","10.3","","","0","0","0","0","0"
"Cebreros","Ávila","15.9 (13:40)","5.3 (23:00)","10.6","43 (06:40)","22 (06:30)","0","0","0","0","0"
"Robledo de Chavela","Madrid","16.8 (14:10)","2.1 (03:20)","9.4","57 (21:50)","32 (21:50)","0","0","0","0","0"
"Valdemorillo","Madrid","16.1 (15:00)","3.4 (05:30)","9.8","50 (20:30)","27 (19:50)","0","0","0","0","0"
"Villanueva de la Cañada","Madrid","18.8 (15:20)","0.4 (08:00)","9.6","54 (21:20)","34 (21:10)","0","0","0","0","0"
"Castillo de Bayuela","Toledo","18.7 (15:40)","2.3 (08:20)","10.5","","","0","0","0","0","0"
"Talavera de la Reina","Toledo","18.1 (16:30)","-2.4 (07:40)","7.9","18 (16:10)","11 (16:40)","0","0","0","0","0"
"Navalvillar de Ibor","Cáceres","16.8 (16:10)","4.9 (08:20)","10.8","19 (23:20)","9 (16:40)","0","0","0","0","0"
"Candeleda","Ávila","19.5 (16:50)","-1.1 (08:40)","9.2","15 (23:59)","10 (23:59)","0","0","0","0","0"
"Madrigal de la Vera","Cáceres","17.5 (16:40)","2.6 (08:50)","10","12 (15:20)","5 (15:10)","0","0","0","0","0"
"Oropesa","Toledo","16.7 (16:10)","-3.8 (07:50)","6.5","","","","","","",""
"Navalmoral de la Mata","Cáceres","17.4 (17:20)","-2.0 (05:50)","7.7","20 (07:20)","11 (22:10)","0","0","0","0","0"
"Garganta la Olla","Cáceres","17.1 (16:00)","7.5 (08:30)","12.3","31 (20:40)","18 (20:50)","0","0","0","0","0"
"Serradilla","Cáceres","18.0 (16:50)","0.5 (08:40)","9.3","37 (18:20)","22 (20:20)","0","0","0","0","0"
"Jaraicejo","Cáceres","16.7 (16:20)","5.6 (08:20)","11.2","18 (23:50)","15 (23:59)","0","0","0","0","0"
"Trujillo","Cáceres","15.6 (15:30)","5.5 (06:20)","10.6","14 (13:30)","9 (20:40)","0","0","0","0","0"
"Cáceres","Cáceres","17.4 (17:20)","2.3 (07:00)","9.8","22 (19:40)","14 (19:10)","0","0","0","0","0"
"Cañaveral","Cáceres","19.4 (16:50)","1.3 (08:00)","10.3","60 (23:40)","43 (23:40)","0","0","0","0","0"
"Nuñomoral","Cáceres","20.0 (15:00)","-3.8 (08:00)","8.1","26 (14:20)","15 (14:20)","0","0","0","0","0"
"Guijo de Granadilla","Cáceres","20.1 (14:20)","1.5 (04:10)","10.8","46 (23:50)","31 (23:50)","0","0","0","0","0"
"Hervás","Cáceres","17.6 (14:10)","4.3 (06:30)","11","32 (16:00)","18 (17:00)","0","0","0","0","0"
"Montehermoso","Cáceres","20.6 (16:20)","0.0 (08:00)","10.3","52 (23:50)","26 (22:50)","0","0","0","0","0"
"Tornavacas","Cáceres","15.8 (13:20)","5.1 (23:59)","10.5","51 (05:20)","33 (05:50)","0","0","0","0","0"
"Piornal","Cáceres","16.4 (14:10)","4.2 (05:40)","10.3","35 (23:40)","17 (23:40)","0","0","0","0","0"
"Plasencia","Cáceres","19.3 (17:00)","1.8 (09:00)","10.5","38 (20:30)","17 (21:00)","0","0","0","0","0"
"Coria","Cáceres","21.0 (16:50)","0.3 (08:10)","10.7","40 (23:50)","22 (23:50)","0","0","0","0","0"
"Torrecilla de los Angeles","Cáceres","21.0 (14:30)","0.9 (05:30)","10.9","26 (17:00)","14 (17:50)","0","0","0","0","0"
"Hoyos","Cáceres","","","","","","","","","",""
"Zarza La Mayor","Cáceres","20.9 (16:20)","1.3 (09:10)","11.1","30 (23:40)","20 (23:40)","0","0","0","0","0"
"Valverde del Fresno","Cáceres","19.5 (13:50)","4.0 (02:40)","11.8","54 (23:40)","31 (23:40)","0","0","0","0","0"
"Aliseda","Cáceres","18.5 (16:40)","-0.5 (08:30)","9","21 (15:00)","13 (19:40)","0","0","0","0","0"
"Brozas","Cáceres","17.7 (16:30)","3.7 (06:50)","10.7","28 (21:10)","23 (23:00)","0","0","0","0","0"
"Valencia de Alcántara","Cáceres","17.3 (16:30)","2.1 (08:40)","9.7","17 (16:20)","11 (21:30)","0","0","0","0","0"
"Ossa de Montiel","Albacete","15.7 (13:20)","-2.2 (07:40)","6.7","30 (16:00)","12 (16:20)","0","0","0","0","0"
"Alcázar del Rey","Cuenca","15.0 (16:10)","-3.4 (06:10)","5.8","33 (21:10)","21 (21:20)","0","0","0","0","0"
"Quintanar de la Orden","Toledo","15.9 (15:00)","-2.0 (07:20)","6.9","24 (17:00)","15 (17:00)","0","0","0","0","0"
"Alcazar de San Juan","Ciudad Real","15.8 (15:30)","0.4 (07:00)","8.1","22 (16:00)","11 (15:40)","0","0","0","0","0"
"Madridejos","Toledo","16.4 (16:20)","-2.8 (08:20)","6.8","38 (17:10)","21 (16:50)","0","0","0","0","0"
"Abia de Obispalia","Cuenca","14.2 (16:50)","-1.9 (06:20)","6.1","54 (23:00)","30 (23:00)","0","0","0","0","0"
"Villares del Saz","Cuenca","15.2 (14:40)","-3.2 (08:10)","6","","","0","0","0","0","0"
"Alberca de Zancara","Cuenca","16.1 (16:20)","-2.7 (06:00)","6.7","37 (15:40)","22 (14:40)","0","0","0","0","0"
"San Clemente","Cuenca","16.4 (14:40)","-3.3 (06:20)","6.5","50 (15:40)","35 (15:40)","0","0","0","0","0"
"Villarrobledo","Albacete","17.0 (17:00)","-0.3 (08:30)","8.3","34 (16:50)","22 (16:50)","0","0","0","0","0"
"Osa de la Vega","Cuenca","15.0 (15:20)","-3.2 (07:00)","5.9","32 (15:50)","20 (15:50)","0","0","0","0","0"
"Belmonte","Cuenca","16.8 (15:30)","-0.5 (06:50)","8.1","35 (16:10)","17 (17:30)","0","0","0","0","0"
"Munera","Albacete","14.0 (13:10)","-4.1 (08:20)","5","28 (17:30)","14 (15:20)","0","0","0","0","0"
"Tomelloso","Ciudad Real","17.6 (16:00)","-3.0 (08:30)","7.3","24 (22:20)","11 (22:10)","0","0","0","0","0"
"Ciudad Real","Ciudad Real","17.2 (15:20)","-0.8 (08:20)","8.2","17 (17:40)","11 (21:30)","0","0","0","0","0"
"Villanueva de los Infantes","Ciudad Real","14.7 (14:10)","4.5 (23:59)","9.6","19 (16:00)","13 (16:30)","0","0","0","0","0"
"Valdepeñas","Ciudad Real","16.4 (15:30)","-1.3 (08:00)","7.5","24 (23:40)","13 (23:59)","0","0","0","0","0"
"Viso del Marqués","Ciudad Real","16.2 (16:00)","0.6 (08:40)","8.4","23 (16:50)","16 (16:50)","0","0","0","0","0"
"Abenójar","Ciudad Real","17.7 (15:30)","0.6 (07:40)","9.2","22 (23:20)","14 (17:30)","0","0","0","0","0"
"Puebla de Don Rodrigo","Ciudad Real","20.7 (15:20)","-2.8 (08:30)","9","5 (14:50)","1 (19:50)","0","0","0","0","0"
"Puerto Rey","Cáceres","17.1 (15:20)","1.7 (09:10)","9.4","","","0","0","0","0","0"
"Herrera del Duque","Badajoz","18.0 (16:10)","0.0 (08:20)","9","15 (17:50)","9 (17:50)","0","0","0","0","0"
"Guadalupe","Cáceres","17.8 (15:50)","5.7 (06:00)","11.7","21 (23:20)","15 (23:30)","0","0","0","0","0"
"Peraleda del Zaucejo","Badajoz","18.2 (15:20)","-0.6 (08:50)","8.8","22 (15:30)","14 (17:40)","0","0","0","0","0"
"Valsequillo","Córdoba","18.3 (15:40)","-0.5 (08:00)","8.9","24 (16:20)","15 (16:40)","0","0","0","0","0"
"Hinojosa del Duque","Córdoba","17.5 (15:20)","2.4 (07:10)","10","17 (16:40)","12 (17:00)","0","0","0","0","0"
"Almadén","Ciudad Real","19.0 (15:20)","3.4 (08:20)","11.2","16 (17:40)","10 (13:20)","0","0","0","0","0"
"Castuera","Badajoz","16.6 (14:50)","4.6 (09:20)","10.6","17 (14:40)","12 (14:40)","0","0","0","0","0"
"Cañamero","Cáceres","15.2 (14:30)","3.5 (07:00)","9.3","16 (23:59)","9 (15:20)","0","0","0","0","0"
"Navalvillar de Pela","Badajoz","16.2 (16:10)","-0.2 (07:50)","8","15 (16:30)","11 (23:10)","0","0","0","0","0"
"Zorita","Cáceres","16.3 (16:40)","3.6 (07:10)","9.9","21 (17:00)","18 (19:10)","0","0","0","0","0"
"Don Benito","Badajoz","","","","","","","0","0","",""
"Llerena","Badajoz","17.7 (16:10)","7.7 (08:30)","12.7","27 (17:30)","17 (17:30)","0","0","0","0","0"
"Villafranca de los Barros","Badajoz","18.6 (14:30)","0.3 (08:50)","9.5","26 (16:20)","17 (16:10)","0","0","0","0","0"
"Mérida","Badajoz","19.0 (15:20)","-0.7 (07:30)","9.2","14 (15:40)","6 (16:20)","0","0","0","0","0"
"Alcuescar","Cáceres","16.5 (16:30)","3.2 (07:50)","9.9","24 (16:50)","15 (16:50)","0","0","0","0","0"
"Zafra","Badajoz","18.4 (15:40)","1.5 (06:30)","9.9","22 (16:30)","16 (16:30)","0","0","0","0","0"
"Almendralejo","Badajoz","18.6 (15:10)","4.2 (08:50)","11.4","23 (17:20)","14 (16:50)","0","0","0","0","0"
"Badajoz Aeropuerto","Badajoz","19.8 (17:10)","-0.3 (08:40)","9.7","14 (21:30)","8 (21:30)","0","0","0","0","0"
"Alburquerque","Badajoz","20.7 (16:00)","0.6 (07:10)","10.7","16 (15:20)","9 (17:30)","0","0","0","0","0"
"Puebla de Obando","Badajoz","17.9 (15:00)","4.5 (09:20)","11.2","23 (23:30)","16 (23:30)","0","0","0","0","0"
"Badajoz","Badajoz","21.1 (17:00)","-0.9 (08:20)","10.1","19 (18:00)","13 (18:00)","0","0","0","0","0"
"Olivenza","Badajoz","20.4 (16:20)","4.0 (09:00)","12.2","19 (10:20)","17 (09:40)","0","0","0","0","0"
"Alconchel","Badajoz","20.3 (17:00)","2.3 (08:40)","11.3","16 (18:40)","11 (19:00)","0","0","0","0","0"
"Barcarrota","Badajoz","18.8 (14:30)","2.1 (08:50)","10.4","18 (14:50)","10 (05:50)","0","0","0","0","0"
"Villanueva del Fresno","Badajoz","19.8 (16:50)","5.1 (07:00)","12.4","17 (15:00)","12 (15:00)","0","0","0","0","0"
"Monesterio","Badajoz","16.5 (15:00)","6.4 (03:00)","11.5","21 (20:10)","13 (20:40)","0","0","0","0","0"
"Fuente de Cantos","Badajoz","17.2 (15:40)","7.4 (05:50)","12.3","27 (15:40)","21 (17:40)","0","0","0","0","0"
"Jerez de los Caballeros","Badajoz","20.4 (16:00)","1.5 (08:40)","10.9","27 (16:40)","19 (16:40)","0","0","0","0","0"
"Fregenal de la Sierra","Badajoz","18.0 (15:30)","1.6 (07:50)","9.8","22 (17:30)","11 (17:40)","0","0","0","0","0"
"Aroche","Huelva","21.0 (13:50)","-0.5 (08:50)","10.3","22 (12:40)","14 (12:40)","0","0","0","0","0"
"El Granado","Huelva","21.4 (15:50)","3.5 (08:40)","12.4","","","0","0","0","0","0"
"Ayamonte","Huelva","23.2 (16:10)","10.0 (07:50)","16.6","22 (22:10)","10 (12:30)","0","0","0","0","0"
"Cartaya","Huelva","18.5 (15:50)","3.4 (09:00)","11","17 (23:59)","9 (16:20)","0","0","0","0","0"
"Alajar","Huelva","20.2 (14:00)","9.3 (03:40)","14.8","51 (21:40)","35 (21:40)","0","0","0","0","0"
"Valverde del Camino","Huelva","22.6 (15:20)","6.5 (06:50)","14.6","","","0","0","0","0","0"
"El Cerro de Andévalo","Huelva","22.5 (15:30)","10.5 (08:30)","16.5","","","0","0","0","0","0"
"Alosno, Tharsis","Huelva","20.7 (16:00)","6.6 (09:20)","13.7","28 (17:00)","17 (16:40)","0","0","0","0","0"
"El Campillo","Huelva","20.8 (15:30)","9.6 (23:10)","15.2","24 (19:20)","18 (17:30)","0","0","0","0","0"
"Villarrasa","Huelva","22.4 (16:30)","5.4 (09:00)","13.9","21 (18:10)","12 (17:40)","0","0","0","0","0"
"Huelva, Ronda Este","Huelva","23.2 (16:30)","5.9 (08:20)","14.6","27 (21:00)","13 (17:20)","0","0","0","0","0"
"Ceuta","Ceuta","20.8 (16:40)","11.7 (08:30)","16.2","29 (19:40)","15 (23:00)","0","0","0","0","0"
"Cazorla","Jaén","18.2 (15:30)","7.6 (08:00)","12.9","","","0","0","0","0","0"
"Baza","Granada","17.5 (16:30)","-3.8 (07:50)","6.9","40 (15:10)","27 (15:00)","0","0","0","0","0"
"Vélez Blanco - Topares","Almería","15.6 (15:10)","3.5 (05:00)","9.6","","","0","0","0","0","0"
"Dólar","Granada","15.5 (14:50)","4.9 (07:00)","10.2","35 (17:10)","23 (17:10)","0","0","0","0","0"
"Baeza","Jaén","19.1 (14:10)","2.3 (07:50)","10.7","15 (15:50)","8 (15:50)","0","0","0","0","0"
"Torres","Jaén","16.8 (16:00)","6.7 (05:30)","11.7","","","0","0","0","0","0"
"Arroyo del Ojanco","Jaén","18.8 (16:00)","1.4 (08:20)","10.1","","","0","0","0","0","0"
"Villanueva del Arzobispo","Jaén","18.9 (17:00)","1.8 (07:30)","10.3","14 (15:10)","9 (15:20)","0","0","0","0","0"
"Santa Elena","Jaén","15.5 (16:00)","6.9 (08:20)","11.2","28 (23:40)","16 (22:50)","0","0","0","0","0"
"Jaén","Jaén","18.3 (15:10)","6.9 (08:20)","12.6","19 (21:10)","14 (20:40)","0","0","0","0","0"
"Linares","Jaén","18.8 (16:20)","5.9 (08:20)","12.3","14 (05:30)","9 (04:00)","0","0","0","0","0"
"Bailén","Jaén","19.4 (16:40)","3.4 (08:40)","11.4","10 (18:50)","5 (18:50)","0","0","0","0","0"
"Andújar","Jaén","19.6 (16:40)","-0.1 (08:10)","9.8","13 (16:30)","9 (17:20)","0","0","0","0","0"
"Puertollano","Ciudad Real","17.6 (16:00)","-0.2 (07:50)","8.7","23 (15:10)","13 (15:10)","0","0","0","0","0"
"Fuencaliente","Ciudad Real","20.0 (15:30)","3.4 (08:30)","11.7","21 (12:30)","10 (12:20)","0","0","0","0","0"
"Cardeña","Córdoba","18.8 (14:30)","7.2 (08:50)","13","","","0","0","0","0","0"
"Montoro","Córdoba","20.6 (16:00)","-0.8 (08:30)","9.9","12 (12:40)","6 (19:00)","0","0","0","0","0"
"Villanueva de Córdoba","Córdoba","17.4 (15:10)","6.2 (07:40)","11.8","33 (23:50)","13 (22:10)","0","0","0","0","0"
"Córdoba, Embalse de Guadanuño","Córdoba","20.2 (16:20)","5.2 (06:40)","12.7","24 (23:40)","12 (23:59)","0","0","0","0","0"
"Córdoba Aeropuerto","Córdoba","19.4 (15:40)","1.2 (07:30)","10.3","17 (11:30)","12 (11:40)","0","0","0","0","0"
"Alcalá La Real","Jaén","16.8 (15:20)","4.1 (08:20)","10.4","22 (14:30)","13 (14:40)","0","0","0","0","0"
"Priego de Córdoba","Córdoba","18.7 (15:20)","1.6 (07:30)","10.2","26 (14:30)","15 (14:40)","0","0","0","0","0"
"Doña Mencía","Córdoba","20.3 (15:20)","9.9 (04:20)","15.1","15 (14:50)","13 (05:40)","0","0","0","0","0"
"Córdoba, Prágdena","Córdoba","20.7 (16:20)","3.0 (08:10)","11.9","17 (07:10)","11 (06:50)","0","0","0","0","0"
"Espiel","Córdoba","20.1 (15:50)","-0.7 (08:20)","9.7","19 (17:40)","11 (17:10)","0","0","0","0","0"
"Fuente Palmera","Córdoba","20.7 (16:40)","4.7 (08:20)","12.7","17 (11:20)","11 (07:20)","0","0","0","0","0"
"Azuaga","Badajoz","18.1 (15:50)","5.0 (08:50)","11.6","27 (17:10)","18 (17:00)","0","0","0","0","0"
"Granada Base Aérea","Granada","","","","16 (19:20)","11 (05:20)","0","0","0","0","0"
